property_id,property_title,rating,review,description
985,Jaloo,71,"Resection of Left Clavicle, Open Approach","Fracture of unspecified part of body of left mandible, subsequent encounter for fracture with nonunion"
986,Divanoodle,53,"Imaging, Axial Skeleton, Except Skull and Facial Bones, Ultrasonography",Toxic effect of pesticides
987,Jazzy,21,"Reposition Left Finger Phalanx, Open Approach","Partial traumatic amputation of penis, sequela"
988,Devcast,46,"Occlusion of Splenic Artery with Intraluminal Device, Percutaneous Approach","Other mechanical complication of implanted electronic neurostimulator, generator, sequela"
989,Youspan,27,"Extirpation of Matter from Left Hand Vein, Percutaneous Approach","Contact with hot drinks, sequela"
990,Thoughtstorm,18,"Drainage of Right Sphenoid Bone, Percutaneous Approach, Diagnostic","Nondisplaced comminuted fracture of shaft of right fibula, subsequent encounter for closed fracture with malunion"
991,Cogilith,58,"Drainage of Sacrum, Open Approach","Nondisplaced segmental fracture of shaft of radius, right arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
992,Topiczoom,12,"Subcutaneous Tissue and Fascia, Destruction","Open bite of anus, sequela"
993,Avamba,8,"Revision of External Fixation Device in Left Hip Joint, External Approach","Displaced fracture of medial condyle of unspecified humerus, subsequent encounter for fracture with malunion"
994,Centimia,12,"Destruction of Thoracic Aorta, Ascending/Arch, Percutaneous Approach","Unspecified fracture of head of left femur, initial encounter for closed fracture"
995,Dynabox,82,"Planar Nuclear Medicine Imaging of Skin, Subcutaneous Tissue and Breast using Other Radionuclide","Insect bite (nonvenomous) of unspecified forearm, initial encounter"
996,Skajo,34,"Revision of Infusion Device in Right Temporomandibular Joint, Percutaneous Endoscopic Approach",Subluxation and dislocation of radial head
997,Midel,91,"Reposition Right Hip Joint with External Fixation Device, Percutaneous Approach","Burn of unspecified degree of right hand, unspecified site, sequela"
998,Kwilith,91,"Resection of Right Lower Arm and Wrist Tendon, Percutaneous Endoscopic Approach",Complications of attempted introduction of fertilized ovum following in vitro fertilization
999,Edgewire,61,"Destruction of Left Lung, Via Natural or Artificial Opening","Poisoning by macrolides, accidental (unintentional), sequela"
1000,Kamba,26,"Fusion of 2 to 7 Thoracic Vertebral Joints with Interbody Fusion Device, Anterior Approach, Anterior Column, Open Approach",Dislocation of metacarpophalangeal joint of right thumb
